"filename", "language", "Markdown", "Go Checksum File", "Properties", "Go", "YAML", "Go Module File", "JSON with Comments", "TypeScript", "TypeScript JSX", "PostCSS", "JavaScript", "JSON", "HTML", "XML", "MS SQL", "comment", "blank", "total"
"/home/anonymous/Desktop/projects/autobiography/requirements.md", "Markdown", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"/home/anonymous/Desktop/projects/autobiography/service/ database.md", "Markdown", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"/home/anonymous/Desktop/projects/autobiography/service/auth.md", "Markdown", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 86
"/home/anonymous/Desktop/projects/autobiography/service/code-organization.md", "Markdown", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 54
"/home/anonymous/Desktop/projects/autobiography/service/db/ddl.go", "Go", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 17, 97
"/home/anonymous/Desktop/projects/autobiography/service/deployment-basics.md", "Markdown", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21
"/home/anonymous/Desktop/projects/autobiography/service/docker-compose.yml", "YAML", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 26
"/home/anonymous/Desktop/projects/autobiography/service/go.mod", "Go Module File", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/home/anonymous/Desktop/projects/autobiography/service/go.sum", "Go Checksum File", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/home/anonymous/Desktop/projects/autobiography/service/handler/MemoirPost.go", "Go", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 36
"/home/anonymous/Desktop/projects/autobiography/service/handler/User.go", "Go", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 135
"/home/anonymous/Desktop/projects/autobiography/service/handler/cookie.go", "Go", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"/home/anonymous/Desktop/projects/autobiography/service/main.go", "Go", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 23, 144
"/home/anonymous/Desktop/projects/autobiography/service/modd.conf", "Properties", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 12
"/home/anonymous/Desktop/projects/autobiography/service/models/postgres.go", "Go", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 44
"/home/anonymous/Desktop/projects/autobiography/service/models/session.go", "Go", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18, 108
"/home/anonymous/Desktop/projects/autobiography/service/models/sql/session.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 1, 10
"/home/anonymous/Desktop/projects/autobiography/service/models/sql/users.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 0, 10
"/home/anonymous/Desktop/projects/autobiography/service/models/users.go", "Go", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 19, 105
"/home/anonymous/Desktop/projects/autobiography/service/module.md", "Markdown", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"/home/anonymous/Desktop/projects/autobiography/service/postgres.md", "Markdown", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23
"/home/anonymous/Desktop/projects/autobiography/service/rand/rand.go", "Go", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 30
"/home/anonymous/Desktop/projects/autobiography/service/readme.md", "Markdown", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
"/home/anonymous/Desktop/projects/autobiography/service/templates/fs.go", "Go", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 16
"Total", "-", 197, 34, 7, 494, 17, 16, 19, 281, 5156, 109, 34, 8254, 21, 1, 13, 180, 938, 15771
